company name,contact number,area,product category 1,product category 2,product category 3,company description
Sterling Publishers Private Limited,tel:+91 11 26387070,New delhi - India,Paper and board,"Paper and board, graphic design use, for printing","Paper and board, graphic design use, for drawing and writing...","The Subject is Engaged in Printing, Publishing Books & Selling of Books. Is also into Import and Export."
Rex Printing & Bindry Equipments Private Limited,tel:+91 11 43071831,New delhi - India,Printing equipment. Office and shop equipment,Printing presses,Rotary printing presses...,"Importers & Dealers of Used Printing Mchines, Sheetfed Offset Printing Machines & Bindery Equipments."
Amadeus India Private Limited,tel:+91 11 41336600,New delhi - India,Information technology (IT) and Internet,"Application software, office",Enterprise application software (EAS)...,"Service Providers of IT Solutions, Distribution Solutions, Travel Management, Business Management, Services & Consulting, Tour Operators, Hotel Industry Solutions,etc."
Aegean Offset Printers,tel:+91 120 4725400,New delhi - India,Typesetting and phototypesetting/photocomposition,Phototypesetting/photocomposition services,Pre-press services for the printing industry...,"Provide Printing Type Setting and Mailing Services for Books Magazines, Journals, Catalogues, Posters, Calenders, Pocket Folders, Typesetting, Mailing of Journals & Newsletters, Labels and Tags."
Kunal International Limited,tel:+91 11 41550302,New delhi - India,Coal,"Energy, fuel and water",Hard coal...,"Importers & Distributors Of Metals, Minerals, Industrial Rubber, Designer Fabrics And Textile Related Raw Materials Ranging From Spandex Yarn To Nylon And Polyester Yarns."
Lindex India Private Limited,tel:+91 11 40542200,New delhi - India,Clothing and footwear,Fashion houses,"Ready-made clothes, luxury...","Manufacturer, Distributor, Exporters & Importers Of Ready Made Garments, Apparel & Clothing."
Kingsmen Fairtech International Private Limited,tel:+91 11 29819961,New delhi - India,Exhibition and conference organisers,Services to businesses,Exhibition organisers,"Exhibition Designers, Office Interior Designers and Also Provide Exhibition Related Services. Also, Importers and Exporters of Exhibition related Products and Equipments."
Allena Auto Industries Private Limited,tel:+91 11 27371149,Delhi - India,Exhaust system components for internal combustion engine,Engines and mechanical parts,"Exhaust manifolds (outlet manifolds), engine...","Manufacturer, Importers & Exporters of Air Filters, Auto Elbows, Compressor Mounting Brackets, Engine Mounting Brackets, Exhaust Manifold, Water Pumps, Lubricant Oil Filter Assembly's, Oil Pump Assembly's, Exhaust Manifolds, Unitized Water Pump and Crank Shaft Pulleys of Grey Iron, Multi groove..."
Sarita Manufacturing Company,tel:+91 11 23629030,Delhi - India,"Personal care products and cosmetics, organic",Organic products,"Perfumes and perfumery products, organic...","Manufacturer, Exporters and Importers of Perfumes Spray, Indian Attar's, Cosmetic's, Natural Perfumes, Reed Diffuser Perfumes etc."
Bhagat Industrial Corporation Limited,tel:+91 11 23325313,New delhi - India,Alcoholic spirits,Beverages,Gin...,"Manufacturer and Exporter of Alcohol, Portable Liquors. Associated Companies: B. I. Publication (P) Ltd"
Nikhil Footwears Limited,tel:+91 11 23657258,Delhi - India,Clothing and footwear,"Footwear, standard",Footwear for ladies...,Manufacturers and Suppliers of Footwear.
Portfolio Sourcing India,tel:+91 11 26467327,New delhi - India,"Leathers, furs and their products","Accessories, leather NES",Rubber tubes and flexible hoses...,
Khatema Fibres Limited,tel:+91 11 47699999,New delhi - India,Paper and board,Paper for specific purposes,Paper for industrial use...,"Manufacturers, Importers and Exporters of High Strength Kraft Paper and Poster Paper and Waste Paper and Pulp."
Nirmal Textiles Private Limited,tel:+91 11 26140943,New delhi - India,Clothes for women,Clothing and footwear,"Skirts, short and long...","Manufacturer & Exporters Of Women Apparels, Wovens Skirts, Tops, Tunics, Dresses etc."
Anant Spgg Mills,tel:+91 11 23313190,New delhi - India,,,,"Manufacturers, Exporters and Importers of Garments And Textiles."
Ihhr Hospitality Private Limited,tel:+91 11 40568888,New delhi - India,"Hospitality, tourism, hotel and catering industries",Hotels and motels,Hotels...,"Service Provider of Hotels, Restaurants, Health Resorts, Health Clubs, Health Farms & Health Spas Services."
Indicium Assessment Limited,tel:+91 11 41764400,New delhi - India,Enterprise application software (EAS),Information technology (IT) and Internet,"Software, business intelligence...","Certification and Audits Consultant, Assessment Risk Services, Risk Advisory Services, and Experts Solution Services."
B. R. Impex,tel:+91 11 27120849,Delhi - India,"Carbohydrates, proteins and enzymes",Enzymes NES,Chemical base materials...,"Manufacturer, Supplier And Importer Of Reactive, Acid Direct Dyes, Dyestuffs, Flame Retardants, Automotive Dyestuff & Chemicals, Speciality Chemicals, Anti - Microbial, Enzymes, Offset Printing Ink & Textiles Chemical. Associated Companies: Barnala Group..."
British Engineers,tel:+91 11 25795642,New delhi - India,Components and accessories for precision measuring instruments,Measuring and testing equipment,"Turned products, metal...","Manufacturer, Exporter & Importer Of CNC Machine Components. It Includes Impellers, Turbine Blades, Aeronautical Components, Hi Teen Rotating Equipments & Precision Machined Components."
Cloud Hopper,,New delhi - India,Clothing and footwear,"Footwear, standard","Footwear, leather...",We Provide Complete Wholesale Solutions for both Men and Women Footwear to our client Worldwide. Specialized in Crafting Footwear's.
Chemical De Enterprises,tel:+91 11 23963059,Delhi - India,Chemical products,Chemicals and auxiliaries for rubber and plastics,Chemicals for lubricants and waxes...,Importers of Chemicals (Cera Materials).
Ashok Brothers Impex Private Limited,tel:+91 11 23312757,New delhi - India,Dynamic testing equipment,Measuring and testing equipment,"Balancing machines, dynamic","Manufacturer & Exporter Of Dynamic Balancing Machines, Vibration Test Systems, Garage Equipment, Vibration Instrumentation, Condition Monitoring."
ASE Sales,tel:+91 11 29217060,New delhi - India,Clothes for men,Clothing and footwear,"Shirt, short sleeved, for men...","Manufacturers & Exporters of Ready made Garments for Women (Tops/ Kurta's, Sarongs, Beach Wear), Bags, Sandals, Beachwear, Sarongs, Ladies Dress Material, Home Textles, Cushion Covers, Drapery and Importer of Textile Raw Material, Yarns and Fabrics. Associated Companies: Associated Sales & E..."
Bookwell Publications,tel:+91 11 23268786,New delhi - India,Publishing houses,Printing and publishing,Publishers of religious books...,"Publishers, Booksellers, Distributors, Exporter & Importer Of Indian And Foreign Books. Associated Companies: Synergy Books India"
Carewell Biotech Private Limited,tel:+91 11 41539602,New delhi - India,"Health, medical and pharmaceutical",Metabolism and nutrition equipment,"Home diagnostic instruments, blood sugar (glucometers)...","Manufacturers, Suppliers and Importers of Gluco Meter and Electro Light Analyser, Medical Equipments and Diagnostic Equipments."
Ape India Limited,tel:+91 11 26228414,New delhi - India,Air pumps,Engines and mechanical parts,Lined pumps...,"Importer of Diesel Engines Spares, Gate Valve Spares, Torquemeters Various, Pumps, Steam Turbines, Machine Tools."
C. K. Interfabs,tel:+91 11 32076542,New delhi - India,"Health, medical and pharmaceutical",Textile articles for medical and surgical use,"Breast pads, absorbent","Manufacturer, Suppliers, Exporters and Importers of Bra Cups, Coat Pads, Jacket Pads, Shoulder Pads, Wedding Polyfill, Microdot Fusing, Woven Fusible Cloth, Shirt Interlining, Tear Away Embroidery Backing Paper."
United India Lighting Systems Private Limited,tel:+91 11 45684801,New delhi - India,Means of transport,Motor vehicle chassis,"Frames and frame lugs, motorcycle and scooter...","Manufacturers & Suppliers, Importers of Automobile Bulbs, Automobiles Horns, Automobiles Fueses."
Cap Cab India Limited,tel:+91 11 25222686,New delhi - India,Textiles,Cordage and ropes,"Ropes, steel cable core...","Manufacturer, Importer And Exporter of Communication Cables, Power Control Cables, HT XLPE Cables, Instrument Signal Cables, LT XLPE Cables, Extention/Compensating Leads Cables, Jelly Filled Cables, Special Purpose Cables, Cable Accessories, Aluminium Bars, Rods...."
Blue Sky System Private Limited,tel:+91 11 26239410,New delhi - India,Gloves,Clothing and footwear,Furniture and linen...,"Manufacturer, Supplier & Importer Of Soldering Station, Rework Stations, Soldering Iron & Pump, Glue Guns, Soldering Accessories, Electric Screw Drivers, Magnifiers, Soldering Pots, Dispenser, Toolkits, Power Supplies, ESD Flooring Systems, ESD Workstations, ESD Chairs, Fixtures & Joint,..."
Aum Healthcare,tel:+91 11 25435027,New delhi - India,Raw materials for pharmaceuticals,Chemical base materials,Acetic acid for pharmaceuticals...,"Manufacturer, Distributors, Importers & Exporters & Pharmaceuticals & Surgical Equipments & Disposables."
Atul Pipe Company,tel:+91 11 23281112,New delhi - India,"Rings and washers, rubber",Rubber products,"Valves and valve components, rubber...","Manufacturers, Suppliers, Importer and Exporters of Pipe Fittings for Diverse Industrial Applications. We offer Carbon Steel Forged Fittings, Malleable Fittings, Valves, Hardware & Mill Store Fittings."
Bluechip Automation System,tel:+91 11 43108538,Delhi - India,"Screwdrivers, spanners and similar tools","Hardware, ironmongery, cutlery and tools","Wrenches, impact...","Manufacturer, Supplier, Distributor, Trader & Importer Of Gas Tools, Qrc Couplers, Gas Springs, Tool Room, Industrial Leakage Testing Equipments, Machines, Components, Tools, Couplers, Industrial Automation Products, Pneumatic Tools, Air Hoist, Gas Savers, Brazing Torches, Gas Saver, Regulators,..."
ATS Business Services Private Limited,tel:+91 11 26332749,New delhi - India,Plutonic rocks,Quarried stone,Granite...,"Manufacturer & Importers of Chlorinated Paraffin Wax, Paraffin wax, Hydrochloride Acid, Silver Jewelry & Normal Parassin Oil. Associated Companies: Cobra Instalaciones Y Servicies India Pvt Ltd, Email: cobraindia@vsnl.com"
Blooms India Incorporation,tel:+91 11 65001050,New delhi - India,"Furniture, domestic",Furniture and linen,Garden furniture...,"Solution Provider & Importer Of Bitumen Roofing, Cement Composite Panel, Concrete N Clay Roofing, Decking, Exterior HPL, Gazebo & Pergola, Light Weight Stone, Porcelain Slim Tiles, Exterior Terracota, R & F Component."
Anu Rashayan Udyog,tel:+91 11 26813624,New delhi - India,Electrical equipment. Nuclear equipment,Electric lamps,Equipment for satellite communications...,Importer of Lamps & Gases and also Manufactures Navigation Aids Equipments.
Arun Services Private Limited,tel:+91 11 23544555,New delhi - India,Combustion system component for internal combustion engine,Engines and mechanical parts,"Electrodes, spark plug...","Importers of Electronic Components, Electronic Instruments, Electronic Measuring & Testing Instruments. Manufacturer of Control Panels."
Advanced Telemedia Private Limited,tel:+91 11 41675452,New delhi - India,Semiconductors NES,Electronic equipment. Telecommunications equipment,Semiconductors for digital signal processors...,"Trader & Importers of Microphones, Lenses, Intercom Systems, Portable Audio Products, Speakers, Windscreens, Audio Products, DVR and Servers, Signal Processors, Audio Consoles, Batteries, Cables."
Bioroles Automation Systems,tel:+91 11 26783965,New delhi - India,Security equipment,Locks and padlocks,"Locks, electronically operated...","Manufacturer, Exporter, Importer & Service Provider Of Access Control Systems, Biometric Attendance System, Biometric Fingerprint Systems, Card Based Access Control, CCTV, CCTV DVR, Door Lock, Door Phone, Metal Detector, Electronic Lock, Fire Alarm, Intruder Alarm System & Smart Based System..."
Arctic India International,tel:+91 11 23906666,Delhi - India,"Precious stoneworking, watchmaking and jewellery",Jewellery by material type,"Jewellery, horn, bone, ivory and corozo...","Exporters of Salad Servers, Spoons, Bowls, Spreaders, Candle Stands, Napkin Rings, Picture Frames in Horn & Born, Letter Openers, Shoe Horn, Soap Dishes, Horn Combs, Hair Clips, Vanity Mirrors, Horn Buttons, Horn Jewellery, Horn with Silver & Brass, and Mother of Pearl & Shell Items...."
Bina Musical Stores,tel:+91 11 23263595,New delhi - India,Sports and leisure equipment,"Musical instruments, keyboard","Musical instruments, string...","Manufacturer, Exporter & Importer Of Musical Instruments And Accessories. It Includes Harmonium, Dholak, Bhangra Dhol, Pakhawaj, Mridangham, Kholm, Tabla, Bongo, Conga, Tambourine, Daff, Monkey Drum, Mazira, Khartal, Maracas, Kabbas, Chameli, Chimta, Drums, Jal Tarang, Patti Tarang, Triangle, Ba..."
Amrita Aqua Equipments Private Limited,tel:+91 11 41427056,New delhi - India,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air purification equipment,"Air purification and deodorising equipment, industrial...","Manufacturer, Exporters & Importers of Reverse Osmosis, DM Plant, Softener, Non-Chemical Electrostatic Water Treatment Plants, UV Water & Air, Sterilization Equipments, Air Pollution Control Systems and Algae Control Plant."
Adarsh Marble,tel:+91 11 27525071,New delhi - India,Plutonic rocks,Quarried stone,Granite...,"Traders and Importers of Marble, Granite, Sand Stone, Kota Stone, Imported Tiles, Bath Fitting Tiles, Floor Fitting Tiles, Designer Tiles, Natural Stone Tile."
